,,,,,,,,,,,,,,,,,,,,,,,
Template ID,Meta Template Name,Library,Message Name,Category,Treatment,Objection,Trigger,Day,Header Type,Header Text,Meta Approved Body,CTA Type,CTA Value,Media Type,Media Asset ID,Variable Mapping,Objective,AI Personalization Inputs,AI Writing Rules,Workflow Exit Condition,Internal Notes,Meta Templates,Meta Mapping
MKT-L5-IMP-URG-03,mkt_l5_imp_urg_delay_v1,Library 5,Timely Replacement,Marketing,Dental Implant,No Urgency,No Response After Message 2,Day 8,Image,Blank,"Many patients don't realise that replacing a missing tooth becomes more difficult the longer it's delayed.

Hi {{4}},

Delaying treatment may sometimes change the treatment options available later.

If you'd like to review your treatment plan before deciding, we'd be happy to help.

Timely care often keeps treatment simpler and helps preserve more options.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Image,IMG-IMP-URG-02,"{{1}}, {{2}}, {{3}}, {{4}}",Encourage timely action through education.,• No fear tactics.• Maintain supportive tone.,Timeline creative showing early vs delayed replacement.,,,"Many patients don't realise that replacing a missing tooth becomes more difficult the longer it's delayed.

Hi {{1}},

Delaying treatment may sometimes change the treatment options available later.

If you'd like to review your treatment plan before deciding, we'd be happy to help.

Timely care often keeps treatment simpler and helps preserve more options.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-IMP-SO-01,mkt_l5_imp_so_second_opinion_v1,Library 5,Considering Another Opinion,Marketing,Dental Implant,Second Opinion,Primary Objection = Second Opinion,Day 2,Image,Blank,"""Should I compare Dental Implant options before deciding?""

Hi {{4}},

That's a completely reasonable question, and we respect patients who want to make informed healthcare decisions.

If another opinion helps you feel more confident, we fully support that decision.

Our only suggestion is to compare the reasons behind the recommendation, and not just the treatment name itself.

A confident decision is always a better decision.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-IMP-SO-01,"{{1}}, {{2}}, {{4}}",Encourage informed comparison.,• Never discourage second opinions.• Maintain neutrality.• Focus on education.,Patient comparing treatment plans.,,,"""Should I compare Dental Implant options before deciding?""

Hi {{1}},

That's a completely reasonable question, and we respect patients who want to make informed healthcare decisions.

If another opinion helps you feel more confident, we fully support that decision.

Our only suggestion is to compare the reasons behind the recommendation, and not just the treatment name itself.

A confident decision is always a better decision.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-IMP-SO-02,mkt_l5_imp_so_compare_v1,Library 5,Comparing Recommendations,Marketing,Dental Implant,Second Opinion,No Response After Message 1,Day 5,Video,Blank,"""Why do different dentists recommend different Implant treatments?""

Hi {{4}},

Different dentists may recommend different approaches depending on clinical findings, experience and treatment philosophy.

When comparing opinions, ask why a Dental Implant has been recommended and what alternatives may be suitable for your case.

Understanding the reason behind a recommendation is just as important as understanding the treatment itself.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-IMP-MASTER-SO,"{{1}}, {{2}}, {{4}}",Explain why treatment plans may differ.,• Stay neutral.• Never imply other dentists are wrong.• Focus on informed comparison.,Educational comparison video.,,,"""Why do different dentists recommend different Implant treatments?""

Hi {{1}},

Different dentists may recommend different approaches depending on clinical findings, experience and treatment philosophy.

When comparing opinions, ask why a Dental Implant has been recommended and what alternatives may be suitable for your case.

Understanding the reason behind a recommendation is just as important as understanding the treatment itself.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-IMP-SO-03,mkt_l5_imp_so_confidence_v1,Library 5,Decide With Confidence,Marketing,Dental Implant,Second Opinion,No Response After Message 2,Day 8,Image,Blank,"Choose the treatment that's right for your long-term oral health, and not simply the one with the lowest quote.

Hi {{4}},

The best healthcare decision is the one you understand and feel confident about.

Whether you choose {{1}} or another clinic, our hope is that you receive the treatment that's right for your long-term oral health.

Thank you for giving us the opportunity to be part of your care.

Your confidence matters more than your convenience.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-IMP-SO-02,"{{1}}, {{2}}, {{4}}",End the journey with confidence and patient-first care.,• Never pressure the patient.• Respect the patient's choice.• Keep the tone premium and ethical.,Confidence and trust creative.,,,"Choose the treatment that's right for your long-term oral health, and not simply the one with the lowest quote.

Hi {{1}},

The best healthcare decision is the one you understand and feel confident about.

Whether you choose {{2}} or another clinic, our hope is that you receive the treatment that's right for your long-term oral health.

Thank you for giving us the opportunity to be part of your care.

Your confidence matters more than your convenience.

Team {{3}}
Dr. {{4}}","[4,1,1,2]"
MKT-L5-ORT-COST-01,mkt_l5_ort_cost_value_v1,Library 5,Long-Term Smile Value,Marketing,Braces / Aligners,Cost,Primary Objection = Cost,Day 2,Image,Blank,"""Will {{5}} really be worth the investment?""

Hi {{4}},

It's completely natural to think carefully before investing in a treatment that takes time.

{{5}} isn't just about straighter teeth. It's about improving your smile, bite and long-term oral health.

For many patients, the confidence they gain lasts far longer than the treatment itself.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-ORT-COST-01,"{{1}}, {{2}}, {{4}}, {{5}}",Shift focus from treatment cost to long-term confidence and oral health.,"• Always mention patient name.• Use {{5}} naturally.• Never justify pricing.• Never compare costs.• Maintain a premium, reassuring tone.",Creative should compare current smile vs confident future smile. Avoid mentioning pricing.,,,"""Will {{1}} really be worth the investment?""

Hi {{2}},

It's completely natural to think carefully before investing in a treatment that takes time.

{{3}} isn't just about straighter teeth. It's about improving your smile, bite and long-term oral health.

For many patients, the confidence they gain lasts far longer than the treatment itself.

Team {{4}}
Dr. {{5}}","[5,4,5,1,2]"
MKT-L5-ORT-COST-02,mkt_l5_ort_cost_affordability_v1,Library 5,Financial Flexibility,Marketing,Braces / Aligners,Cost,No Response After Message 1,Day 5,Video,Blank,"""I really want {{5}}... I just wasn't expecting this expense.""

Hi {{4}},

If that's how you're feeling, you're not alone. Many patients need a little time to plan for orthodontic treatment, and that's completely understandable.

If finances are making the decision difficult, we'd be happy to discuss the payment options available at {{1}}, so you can choose what feels comfortable for you.

Call us on {{3}} whenever you'd like to know more.

We're here to help you plan your smile journey, not to rush your decision.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,VID-ORT-MASTER-COST,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Normalize financial hesitation and introduce payment flexibility.,• Never mention discounts.• Introduce payment options only when applicable.• Maintain premium positioning.,Use Cost section from Orthodontic master video.,,,"""I really want {{1}}... I just wasn't expecting this expense.""

Hi {{2}},

If that's how you're feeling, you're not alone. Many patients need a little time to plan for orthodontic treatment, and that's completely understandable.

If finances are making the decision difficult, we'd be happy to discuss the payment options available at {{3}}, so you can choose what feels comfortable for you.

Call us on {{4}} whenever you'd like to know more.

We're here to help you plan your smile journey, not to rush your decision.

Team {{5}}
Dr. {{6}}","[5,4,1,3,1,2]"
MKT-L5-ORT-COST-03,mkt_l5_ort_cost_delay_v1,Library 5,Smile Journey Delay,Marketing,Braces / Aligners,Cost,No Response After Message 2,Day 8,Image,Blank,"Many people wish they had started {{5}} a little earlier.

Hi {{4}},

Taking time before starting treatment is completely understandable.

However, delaying treatment often means spending more time living with a smile you've already decided you'd like to improve.

If you'd like to review your options before deciding, we're always happy to help.

The sooner the journey begins, the sooner you enjoy the results.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Image,IMG-ORT-COST-02,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Encourage earlier treatment without creating pressure.,• Never use fear-based urgency.• Keep tone encouraging and aspirational.,Creative should focus on smile transformation timeline.,,,"Many people wish they had started {{1}} a little earlier.

Hi {{2}},

Taking time before starting treatment is completely understandable.

However, delaying treatment often means spending more time living with a smile you've already decided you'd like to improve.

If you'd like to review your options before deciding, we're always happy to help.

The sooner the journey begins, the sooner you enjoy the results.

Team {{3}}
Dr. {{4}}","[5,4,1,2]"
MKT-L5-ORT-TRUST-01,mkt_l5_ort_trust_necessity_v1,Library 5,Why {{5}}?,Marketing,Braces / Aligners,Trust,Primary Objection = Trust,Day 2,Image,Blank,"""Do I really need {{5}}?""

Hi {{4}},

Choosing orthodontic treatment is an important decision, and it's natural to want complete confidence before starting.

At {{1}}, {{5}} is recommended only after carefully assessing your teeth, bite and smile.

If another treatment would be more suitable, we'll explain that as well.

The right smile always begins with the right diagnosis.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-ORT-TRUST-01,"{{1}}, {{2}}, {{4}}, {{5}}",Build confidence in treatment recommendation.,• Never compare with competitors.• Focus on transparency.• Mention {{5}} naturally.,Doctor explaining digital smile assessment.,,,"""Do I really need {{1}}?""

Hi {{2}},

Choosing orthodontic treatment is an important decision, and it's natural to want complete confidence before starting.

At {{3}}, {{4}} is recommended only after carefully assessing your teeth, bite and smile.

If another treatment would be more suitable, we'll explain that as well.

The right smile always begins with the right diagnosis.

Team {{5}}
Dr. {{6}}","[5,4,1,5,1,2]"
MKT-L5-ORT-TRUST-02,mkt_l5_ort_trust_explanation_v1,Library 5,Understanding the Recommendation,Marketing,Braces / Aligners,Trust,No Response After Message 1,Day 5,Video,Blank,"""Why has {{5}} been recommended for me?""

Hi {{4}},

Every smile is unique, so every treatment plan should be too.

That's why Dr. {{2}} explains your current alignment, discusses the available treatment options and answers every question before you decide.

When you understand the plan, the journey feels much more comfortable.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-ORT-MASTER-TRUST,"{{1}}, {{2}}, {{4}}, {{5}}",Build trust through explanation and transparency.,• Stay educational.• Never oversell treatment.• Reinforce informed decisions.,Doctor explaining treatment planning.,,,"""Why has {{1}} been recommended for me?""

Hi {{2}},

Every smile is unique, so every treatment plan should be too.

That's why Dr. {{3}} explains your current alignment, discusses the available treatment options and answers every question before you decide.

When you understand the plan, the journey feels much more comfortable.

Team {{4}}
Dr. {{5}}","[5,4,2,1,2]"
MKT-L5-ORT-TRUST-03,mkt_l5_ort_trust_second_opinion_v1,Library 5,Confidence Before Decision,Marketing,Braces / Aligners,Trust,No Response After Message 2,Day 8,Image,Blank,"Thinking about taking another opinion before starting {{5}}? That's completely okay.

Hi {{4}},

If another opinion helps you feel more confident, we completely respect that.

When comparing opinions, try to understand the reason behind the recommendation, expected results and treatment timeline, and not just whether {{5}} has been suggested.

Confidence comes from understanding, not pressure.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-ORT-TRUST-02,"{{1}}, {{2}}, {{4}}, {{5}}",Encourage informed decisions while respecting patient autonomy.,• Respect second opinions.• Never pressure the patient.• Patient-first tone.,Transparency-focused creative.,,,"Thinking about taking another opinion before starting {{1}}? That's completely okay.

Hi {{2}},

If another opinion helps you feel more confident, we completely respect that.

When comparing opinions, try to understand the reason behind the recommendation, expected results and treatment timeline, and not just whether {{3}} has been suggested.

Confidence comes from understanding, not pressure.

Team {{4}}
Dr. {{5}}","[5,4,5,1,2]"
MKT-L5-ORT-FEAR-01,mkt_l5_ort_fear_appearance_v1,Library 5,Appearance Concern,Marketing,Braces / Aligners,Fear,Primary Objection = Fear,Day 2,Image,Blank,"""Will {{5}} change how I look every day?""

Hi {{4}},

This is one of the first questions many patients ask before starting {{5}}.

Dr. {{2}} will explain what to expect, how your smile will gradually change and how {{5}} fits into your daily routine.

Knowing what to expect often makes the decision much easier.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-ORT-FEAR-01,"{{1}}, {{2}}, {{4}}, {{5}}",Reduce concerns about appearance and lifestyle.,• Mention {{5}} naturally.• Never dismiss the patient's concern.• Focus on reassurance and education.,Creative should show confident patients wearing braces and clear aligners in daily life.,,,"""Will {{1}} change how I look every day?""

Hi {{2}},

This is one of the first questions many patients ask before starting {{3}}.

Dr. {{4}} will explain what to expect, how your smile will gradually change and how {{5}} fits into your daily routine.

Knowing what to expect often makes the decision much easier.

Team {{6}}
Dr. {{7}}","[5,4,5,2,5,1,2]"
MKT-L5-ORT-FEAR-02,mkt_l5_ort_fear_lifestyle_v1,Library 5,Daily Life With {{5}},Marketing,Braces / Aligners,Fear,No Response After Message 1,Day 5,Video,Blank,"""Will {{5}} affect my daily routine?""

Hi {{4}},

Starting {{5}} is a new experience, so it's natural to have questions.

Before treatment begins, we'll explain eating, brushing, appointments and everyday care, so you know exactly what to expect.

A little preparation often makes the journey feel much easier.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-ORT-MASTER-FEAR,"{{1}}, {{2}}, {{4}}, {{5}}",Reduce uncertainty about daily life.,• Keep language simple.• Focus on practical reassurance.• Avoid technical explanations.,Video shows daily routine with braces/aligners.,,,"""Will {{1}} affect my daily routine?""

Hi {{2}},

Starting {{3}} is a new experience, so it's natural to have questions.

Before treatment begins, we'll explain eating, brushing, appointments and everyday care, so you know exactly what to expect.

A little preparation often makes the journey feel much easier.

Team {{4}}
Dr. {{5}}","[5,4,5,1,2]"
MKT-L5-ORT-FEAR-03,mkt_l5_ort_fear_reassurance_v1,Library 5,Confidence to Begin,Marketing,Braces / Aligners,Fear,No Response After Message 2,Day 8,Image,Blank,"Most patients adapt to {{5}} much faster than they expected.

Hi {{4}},

Almost every patient feels a little uncertain before starting orthodontic treatment.

Many later tell us they became comfortable with their new routine much sooner than they expected.

If hesitation is the only thing holding you back, we'd be happy to answer your questions.

Every confident smile begins with a first step.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Image,IMG-ORT-FEAR-02,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Give reassurance and encourage discussion.,"• Never promise specific outcomes.• Maintain a warm, encouraging tone.",Before-and-after confidence focused creative.,,,"Most patients adapt to {{1}} much faster than they expected.

Hi {{2}},

Almost every patient feels a little uncertain before starting orthodontic treatment.

Many later tell us they became comfortable with their new routine much sooner than they expected.

If hesitation is the only thing holding you back, we'd be happy to answer your questions.

Every confident smile begins with a first step.

Team {{3}}
Dr. {{4}}","[5,4,1,2]"
MKT-L5-ORT-URG-01,mkt_l5_ort_urg_start_now_v1,Library 5,Why Start Now?,Marketing,Braces / Aligners,No Urgency,Primary Objection = No Urgency,Day 2,Image,Blank,"""My teeth have always been like this... why should I start {{5}} now?""

Hi {{4}},

It's common to get used to the way our teeth look over time.

{{5}} isn't only about appearance. It can also improve your bite, make cleaning easier and support long-term oral health.

Starting today simply means enjoying the benefits sooner.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-ORT-URG-01,"{{1}}, {{2}}, {{4}}, {{5}}",Shift focus from postponing to long-term benefits.,• Never use fear tactics.• Keep message educational.• Mention treatment naturally.,"Creative showing smile, bite and oral health benefits.",,,"""My teeth have always been like this... why should I start {{1}} now?""

Hi {{2}},

It's common to get used to the way our teeth look over time.

{{3}} isn't only about appearance. It can also improve your bite, make cleaning easier and support long-term oral health.

Starting today simply means enjoying the benefits sooner.

Team {{4}}
Dr. {{5}}","[5,4,5,1,2]"
MKT-L5-ORT-URG-02,mkt_l5_ort_urg_timing_v1,Library 5,Why Timing Matters,Marketing,Braces / Aligners,No Urgency,No Response After Message 1,Day 5,Video,Blank,"""Can I wait another year before starting {{5}}?""

Hi {{4}},

Many patients ask this question.

Depending on your dental condition, delaying treatment may sometimes increase the time needed to achieve the desired result.

If you're unsure about the recommended timing, we'd be happy to discuss it with you.

The right timing can make your smile journey smoother.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,VID-ORT-MASTER-URG,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Explain why delaying treatment may extend treatment time.,• Never exaggerate consequences.• Encourage discussion rather than urgency.,Doctor explaining treatment timeline.,,,"""Can I wait another year before starting {{1}}?""

Hi {{2}},

Many patients ask this question.

Depending on your dental condition, delaying treatment may sometimes increase the time needed to achieve the desired result.

If you're unsure about the recommended timing, we'd be happy to discuss it with you.

The right timing can make your smile journey smoother.

Team {{3}}
Dr. {{4}}","[5,4,1,2]"
MKT-L5-ORT-URG-03,mkt_l5_ort_urg_future_smile_v1,Library 5,Future Smile,Marketing,Braces / Aligners,No Urgency,No Response After Message 2,Day 8,Image,Blank,"Many patients wish they had started improving their smile earlier.

Hi {{4}},

Taking time to decide is completely understandable.

If you'd like to review your treatment plan or ask more questions before making your decision, we're always happy to help.

Your future smile is built by the decisions you make today.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Image,IMG-ORT-URG-02,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Inspire action through future visualization.,• Aspirational tone.• No fear or guilt.• Encourage informed action.,Smile transformation timeline creative.,,,"Many patients wish they had started improving their smile earlier.

Hi {{1}},

Taking time to decide is completely understandable.

If you'd like to review your treatment plan or ask more questions before making your decision, we're always happy to help.

Your future smile is built by the decisions you make today.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-ORT-SO-01,mkt_l5_ort_so_compare_options_v1,Library 5,Comparing Treatment Options,Marketing,Braces / Aligners,Second Opinion,Primary Objection = Second Opinion,Day 2,Image,Blank,"""Should I compare different options before choosing {{5}}?""

Hi {{4}},

That's a thoughtful approach.If another opinion helps you feel more confident, we fully support it.

Our suggestion is to compare the recommendation based on your smile, bite, expected results and long-term outcome, and not only on convenience or cost.

A confident decision is always a better decision.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-ORT-SO-01,"{{1}}, {{2}}, {{4}}, {{5}}",Encourage meaningful comparison between treatment plans.,• Never discourage second opinions.• Stay completely neutral.• Patient-first tone.,"Compare treatment planning, not pricing.",,,"""Should I compare different options before choosing {{1}}?""

Hi {{2}},

That's a thoughtful approach.If another opinion helps you feel more confident, we fully support it.

Our suggestion is to compare the recommendation based on your smile, bite, expected results and long-term outcome, and not only on convenience or cost.

A confident decision is always a better decision.

Team {{3}}
Dr. {{4}}","[5,4,1,2]"
MKT-L5-ORT-SO-02,mkt_l5_ort_so_different_plans_v1,Library 5,Why Recommendations Differ,Marketing,Braces / Aligners,Second Opinion,No Response After Message 1,Day 5,Video,Blank,"""Why have different dentists suggested different treatments for my smile?""

Hi {{4}},

Different orthodontists may recommend different approaches based on your bite, alignment and treatment goals.

Don't hesitate to ask why {{5}} has been recommended and how it compares with the alternatives available for your case.

Understanding the reason behind a recommendation is just as important as understanding the treatment itself.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-ORT-MASTER-SO,"{{1}}, {{2}}, {{4}}, {{5}}",Explain why treatment plans can vary.,• Educational tone.• Never imply another recommendation is wrong.,Video explaining orthodontic planning differences.,,,"""Why have different dentists suggested different treatments for my smile?""

Hi {{1}},

Different orthodontists may recommend different approaches based on your bite, alignment and treatment goals.

Don't hesitate to ask why {{2}} has been recommended and how it compares with the alternatives available for your case.

Understanding the reason behind a recommendation is just as important as understanding the treatment itself.

Team {{3}}
Dr. {{4}}","[4,5,1,2]"
MKT-L5-ORT-SO-03,mkt_l5_ort_so_confidence_v1,Library 5,Decide With Confidence,Marketing,Braces / Aligners,Second Opinion,No Response After Message 2,Day 8,Image,Blank,"Choose the treatment that's right for your smile, not simply the one that's quickest.

Hi {{4}},

The best orthodontic treatment is the one that's tailored to your smile and long-term oral health.

Whether you choose {{1}} or another clinic, our hope is that you make a decision you'll feel confident about for years to come.

Thank you for giving us the opportunity to be part of your smile journey.

Your confidence in the decision matters just as much as the result.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-ORT-SO-02,"{{1}}, {{2}}, {{4}}, {{5}}",End the journey with confidence and respect for patient choice.,• Respect the patient's final decision.• Never pressure or create FOMO.• Maintain premium healthcare tone.,"Creative should focus on trust, confidence and the final smile outcome.",,,"Choose the treatment that's right for your smile, not simply the one that's quickest.

Hi {{1}},

The best orthodontic treatment is the one that's tailored to your smile and long-term oral health.

Whether you choose {{2}} or another clinic, our hope is that you make a decision you'll feel confident about for years to come.

Thank you for giving us the opportunity to be part of your smile journey.

Your confidence in the decision matters just as much as the result.

Team {{3}}
Dr. {{4}}","[4,1,1,2]"
MKT-L5-CB-COST-01,mkt_l5_cb_cost_value_v1,Library 5,Understanding the Value,Marketing,Crowns / Bridges,Cost,Primary Objection = Cost,Day 2,Image,Blank,"""It's just a cap... why does it cost this much?""

Hi {{4}},

That's a question many patients ask, and it's completely understandable.

{{5}} isn't simply placed to cover a tooth. It's carefully designed to restore its strength, fit comfortably with your bite and help it function naturally during everyday eating and speaking.

A well-planned restoration is designed to protect your tooth every time you eat, smile and speak.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-CB-COST-01,"{{1}}, {{2}}, {{4}}, {{5}}",Increase perceived value by explaining what patients are actually investing in rather than discussing cost.,• Always mention patient name.• Use {{5}} naturally (Crown/Bridge).• Never mention pricing or discounts.• Never compare materials or competitors.• Keep explanation simple and premium.,Creative should show the internal structure of a damaged tooth being strengthened by a crown/bridge rather than simply covered.,,,"""It's just a cap... why does it cost this much?""

Hi {{1}},

That's a question many patients ask, and it's completely understandable.

{{2}} isn't simply placed to cover a tooth. It's carefully designed to restore its strength, fit comfortably with your bite and help it function naturally during everyday eating and speaking.

A well-planned restoration is designed to protect your tooth every time you eat, smile and speak.

Team {{3}}
Dr. {{4}}","[4,5,1,2]"
MKT-L5-CB-COST-02,mkt_l5_cb_cost_payment_v1,Library 5,Planning the Treatment,Marketing,Crowns / Bridges,Cost,No Response After Message 1,Day 5,Video,Blank,"""I understand why {{5}} has been advised... I just wasn't prepared for this dental expense.""

Hi {{4}},

Many patients feel exactly the same, especially when dental treatment isn't something they had planned for.

If finances are making the decision difficult, we'd be happy to discuss the payment options available at {{1}}, so you can choose an option that feels comfortable for you.

Call us on {{3}} whenever you'd like to know more.

We're here to help you protect your tooth, not to pressure you into a decision.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,VID-CB-MASTER-COST,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Normalize financial hesitation while introducing payment flexibility in a premium manner.,"• Mention payment options only if available.• Never use ""discount"", ""offer"", ""cheap"" or similar words.• Maintain supportive, healthcare-focused tone.","Cost segment of Crown & Bridge master video. Doctor explains why protecting the tooth is the final goal, not selling the restoration.",,,"""I understand why {{1}} has been advised... I just wasn't prepared for this dental expense.""

Hi {{2}},

Many patients feel exactly the same, especially when dental treatment isn't something they had planned for.

If finances are making the decision difficult, we'd be happy to discuss the payment options available at {{3}}, so you can choose an option that feels comfortable for you.

Call us on {{4}} whenever you'd like to know more.

We're here to help you protect your tooth, not to pressure you into a decision.

Team {{5}}
Dr. {{6}}","[5,4,1,3,1,2]"
MKT-L5-CB-COST-03,mkt_l5_cb_cost_longterm_v1,Library 5,Long-Term Protection,Marketing,Crowns / Bridges,Cost,No Response After Message 2,Day 8,Image,Blank,"""Choosing only by price today can sometimes cost more later.""

Hi {{4}},

When restoring a tooth, the objective isn't simply placing {{5}}.

It's making sure the restoration fits well, functions comfortably and helps protect your tooth over the long term.

If you'd like to better understand the treatment options available for your case before deciding, we'd be happy to explain them.

The right restoration is an investment in the long-term health of your tooth, and not just today's treatment.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Image,IMG-CB-COST-02,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Reinforce long-term value over short-term price comparison without creating pressure.,• Never criticize lower-cost alternatives.• Never create fear.• Encourage informed decision-making.• Keep tone educational.,"Creative should compare ""short-term thinking"" vs ""long-term tooth protection"" using illustrations rather than pricing graphics.",,,"""Choosing only by price today can sometimes cost more later.""

Hi {{1}},

When restoring a tooth, the objective isn't simply placing {{2}}.

It's making sure the restoration fits well, functions comfortably and helps protect your tooth over the long term.

If you'd like to better understand the treatment options available for your case before deciding, we'd be happy to explain them.

The right restoration is an investment in the long-term health of your tooth, and not just today's treatment.

Team {{3}}
Dr. {{4}}","[4,5,1,2]"
MKT-L5-CB-TRUST-01,mkt_l5_cb_trust_necessity_v1,Library 5,Why {{5}}?,Marketing,Crowns / Bridges,Trust,Primary Objection = Trust,Day 2,Image,Blank,"""Why has {{5}} been recommended for my tooth?""

Hi {{4}},

Every tooth is different, which is why treatment recommendations are based on its current condition rather than a standard approach.

During your consultation, Dr. {{2}} explained:

{{8}}

The recommendation is made to help preserve your natural tooth for as long as possible.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-CB-TRUST-01,"{{1}}, {{2}}, {{4}}, {{5}}, {{8}}",Build confidence in the clinical recommendation through personalization.,• Always insert {{8}} exactly as generated by AI.• Never add unsupported clinical claims.• Do not compare with other clinics.• Keep explanation under 70 words.,Creative should show the dentist explaining the tooth condition using a scan or model.,,,"""Why has {{1}} been recommended for my tooth?""

Hi {{2}},

Every tooth is different, which is why treatment recommendations are based on its current condition rather than a standard approach.

During your consultation, Dr. {{3}} explained:

{{4}}

The recommendation is made to help preserve your natural tooth for as long as possible.

Team {{5}}
Dr. {{6}}","[5,4,2,8,1,2]"
MKT-L5-CB-TRUST-02,mkt_l5_cb_trust_options_v1,Library 5,Understanding the Recommendation,Marketing,Crowns / Bridges,Trust,No Response After Message 1,Day 5,Video,Blank,"""Could my tooth be treated another way?""

Hi {{4}},

That's an important question to ask.Whenever more than one suitable treatment option is available, Dr. {{2}} will explain the advantages and limitations of each before you decide.

The recommendation for {{5}} is based on helping your tooth function comfortably while supporting its long-term health.

The best treatment is the one that's most appropriate for your tooth, not the same treatment for everyone.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-CB-MASTER-TRUST,"{{1}}, {{2}}, {{4}}, {{5}}",Reinforce trust through transparency and informed choice.,• Never imply {{5}} is always the only option.• Reinforce patient education.• Stay neutral.,Doctor explains why different restorative options exist.,,,"""Could my tooth be treated another way?""

Hi {{1}},

That's an important question to ask.Whenever more than one suitable treatment option is available, Dr. {{2}} will explain the advantages and limitations of each before you decide.

The recommendation for {{3}} is based on helping your tooth function comfortably while supporting its long-term health.

The best treatment is the one that's most appropriate for your tooth, not the same treatment for everyone.

Team {{4}}
Dr. {{5}}","[4,2,5,1,2]"
MKT-L5-CB-TRUST-03,mkt_l5_cb_trust_secondopinion_v1,Library 5,Confidence Before Decision,Marketing,Crowns / Bridges,Trust,No Response After Message 2,Day 8,Image,Blank,"""It's perfectly okay to take another opinion before making your decision.""

Hi {{4}},

If another opinion helps you feel more confident, we completely respect that.

When comparing treatment plans, try to understand why {{5}} has been recommended, what it is intended to protect and how it supports the long-term health of your tooth.

The best decision is always the one you fully understand.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-CB-TRUST-02,"{{1}}, {{2}}, {{4}}, {{5}}",Encourage informed decisions while respecting patient autonomy.,• Respect second opinions.• Never pressure the patient.• Patient-first communication.,Creative should reinforce transparency and informed decision-making.,,,"""It's perfectly okay to take another opinion before making your decision.""

Hi {{1}},

If another opinion helps you feel more confident, we completely respect that.

When comparing treatment plans, try to understand why {{2}} has been recommended, what it is intended to protect and how it supports the long-term health of your tooth.

The best decision is always the one you fully understand.

Team {{3}}
Dr. {{4}}","[4,5,1,2]"
MKT-L5-CB-FEAR-01,mkt_l5_cb_fear_function_v1,Library 5,Eating Comfort,Marketing,Crowns / Bridges,Fear,Primary Objection = Fear,Day 2,Image,Blank,"""Will I be able to eat normally after getting {{5}}?""

Hi {{4}},

This is one of the most common concerns patients have.

{{5}} is recommended to restore the strength and function of your tooth so you can return to comfortable everyday chewing once your dentist advises normal use.

The goal is for your tooth to feel dependable during everyday life.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-CB-FEAR-01,"{{1}}, {{2}}, {{4}}, {{5}}",Address the biggest functional concern after treatment.,"• Never promise immediate results.• Avoid words like ""perfect"" or ""guaranteed"".• Keep expectations realistic.",Creative should show a patient comfortably eating after treatment.,,,"""Will I be able to eat normally after getting {{1}}?""

Hi {{2}},

This is one of the most common concerns patients have.

{{3}} is recommended to restore the strength and function of your tooth so you can return to comfortable everyday chewing once your dentist advises normal use.

The goal is for your tooth to feel dependable during everyday life.

Team {{4}}
Dr. {{5}}","[5,4,5,1,2]"
